المادة القانونية (م),السؤال,الإجابة,Article_label,Article,Text,Gold_Article,Gold_Text,Overlap_Jaccard,Coverage_Answer_in_Article,Coverage_Article_in_Answer,Answer_Length_Tokens,Article_Length_Tokens,Manual_Correctness,Manual_Grammar,Manual_Style,Relevance,Notes
الرابعة والثلاثون,هل تغني رخصة العمل عن أي تصريح أو ترخيص آخر مطلوب لممارسة المهنة؟,لا يغني عن رخصة العمل المشار إليها أي تصريح أو ترخيص يكون مطلوبًا من جهة أخرى لممارسة العمل أو المهنة.,الرابعة والثلاثون,المادة الرابعة والثلاثون ,لا يغني عن رخصة العمل المشار إليها أي تصريح أو ترخيص يكون مطلوبًا من جهة أخرى لممارسة العمل أو المهنة.,المادة الرابعة والثلاثون ,لا يغني عن رخصة العمل المشار إليها أي تصريح أو ترخيص يكون مطلوبًا من جهة أخرى لممارسة العمل أو المهنة.,1.0,1.0,1.0,20,20,,,,,
الرابعة والثلاثون,إذا طلب من العامل ترخيص لمزاولة مهنة من جهة أخرى، فهل يعفى من رخصة العمل؟,لا يعفى، فرخصة العمل لا تغني عن أي تصريح أو ترخيص آخر.,الرابعة والثلاثون,المادة الرابعة والثلاثون ,لا يغني عن رخصة العمل المشار إليها أي تصريح أو ترخيص يكون مطلوبًا من جهة أخرى لممارسة العمل أو المهنة.,المادة الرابعة والثلاثون ,لا يغني عن رخصة العمل المشار إليها أي تصريح أو ترخيص يكون مطلوبًا من جهة أخرى لممارسة العمل أو المهنة.,0.3181818181818182,0.6363636363636364,0.3888888888888889,12,20,,,,,
الرابعة والثلاثون,ما هو الدور الأساسي لرخصة العمل في هذا السياق؟,هي شرط أساسي للممارسة، ولا تسد مسد التراخيص الأخرى المطلوبة من جهات أخرى.,الرابعة والثلاثون,المادة الرابعة والثلاثون ,لا يغني عن رخصة العمل المشار إليها أي تصريح أو ترخيص يكون مطلوبًا من جهة أخرى لممارسة العمل أو المهنة.,المادة الرابعة والثلاثون ,لا يغني عن رخصة العمل المشار إليها أي تصريح أو ترخيص يكون مطلوبًا من جهة أخرى لممارسة العمل أو المهنة.,0.06896551724137931,0.15384615384615385,0.1111111111111111,13,20,,,,,
الخامسة والثلاثون,ما هو الإجراء الذي يحق للوزارة اتخاذه في حال مخالفة صاحب العمل لمعايير توطين الوظائف؟,للوزارة أن تمتنع عن تجديد رخصة العمل.,الخامسة والثلاثون,المادة الخامسة والثلاثون ,"تم تعديل هذه المادة بموجب المرسوم الملكي رقم ( م/ 46) وتاريخ 5 / 6 / 1436 هـ ؛ لتكون بالنص الآتي ""للوزارة أن تمتنع عن تجديد رخصة العمل متى خالف صاحب العمل المعايير الخاصة بتوطين الوظائف التي تضعها الوزارة"".",المادة الخامسة والثلاثون ,"تم تعديل هذه المادة بموجب المرسوم الملكي رقم ( م/ 46) وتاريخ 5 / 6 / 1436 هـ ؛ لتكون بالنص الآتي ""للوزارة أن تمتنع عن تجديد رخصة العمل متى خالف صاحب العمل المعايير الخاصة بتوطين الوظائف التي تضعها الوزارة"".",0.19444444444444445,1.0,0.19444444444444445,7,37,,,,,
الخامسة والثلاثون,ما هو السبب الذي يمنع الوزارة من تجديد رخصة العمل؟,إذا خالف صاحب العمل المعايير الخاصة بتوطين الوظائف التي تضعها الوزارة.,الخامسة والثلاثون,المادة الخامسة والثلاثون ,"تم تعديل هذه المادة بموجب المرسوم الملكي رقم ( م/ 46) وتاريخ 5 / 6 / 1436 هـ ؛ لتكون بالنص الآتي ""للوزارة أن تمتنع عن تجديد رخصة العمل متى خالف صاحب العمل المعايير الخاصة بتوطين الوظائف التي تضعها الوزارة"".",المادة الخامسة والثلاثون ,"تم تعديل هذه المادة بموجب المرسوم الملكي رقم ( م/ 46) وتاريخ 5 / 6 / 1436 هـ ؛ لتكون بالنص الآتي ""للوزارة أن تمتنع عن تجديد رخصة العمل متى خالف صاحب العمل المعايير الخاصة بتوطين الوظائف التي تضعها الوزارة"".",0.2702702702702703,0.9090909090909091,0.2777777777777778,11,37,,,,,
الخامسة والثلاثون,من هي الجهة التي تضع المعايير الخاصة بتوطين الوظائف؟,الوزارة.,الخامسة والثلاثون,المادة الخامسة والثلاثون ,"تم تعديل هذه المادة بموجب المرسوم الملكي رقم ( م/ 46) وتاريخ 5 / 6 / 1436 هـ ؛ لتكون بالنص الآتي ""للوزارة أن تمتنع عن تجديد رخصة العمل متى خالف صاحب العمل المعايير الخاصة بتوطين الوظائف التي تضعها الوزارة"".",المادة الخامسة والثلاثون ,"تم تعديل هذه المادة بموجب المرسوم الملكي رقم ( م/ 46) وتاريخ 5 / 6 / 1436 هـ ؛ لتكون بالنص الآتي ""للوزارة أن تمتنع عن تجديد رخصة العمل متى خالف صاحب العمل المعايير الخاصة بتوطين الوظائف التي تضعها الوزارة"".",0.027777777777777776,1.0,0.027777777777777776,1,37,,,,,
السادسة والثلاثون,من هي الجهة التي تحدد المهن والأعمال التي يحظر على غير السعودي الاشتغال بها؟,الوزير بقرار منه.,السادسة والثلاثون,المادة السادسة والثلاثون ,على الوزير أن يحدد بقرار منه المهن والأعمال التي يحظر على غير السعودي الاشتغال بها.,المادة السادسة والثلاثون ,على الوزير أن يحدد بقرار منه المهن والأعمال التي يحظر على غير السعودي الاشتغال بها.,0.21428571428571427,1.0,0.21428571428571427,3,15,,,,,
السادسة والثلاثون,ما هو الإجراء الذي يتخذه الوزير لتحديد المهن المحظورة على غير السعودي؟,يحددها بقرار منه.,السادسة والثلاثون,المادة السادسة والثلاثون ,على الوزير أن يحدد بقرار منه المهن والأعمال التي يحظر على غير السعودي الاشتغال بها.,المادة السادسة والثلاثون ,على الوزير أن يحدد بقرار منه المهن والأعمال التي يحظر على غير السعودي الاشتغال بها.,0.13333333333333333,0.6666666666666666,0.14285714285714285,3,15,,,,,
السادسة والثلاثون,هل يحق لغير السعودي الاشتغال بجميع المهن في المملكة؟,لا، على الوزير أن يحدد بقرار منه المهن والأعمال التي يحظر على غير السعودي الاشتغال بها.,السادسة والثلاثون,المادة السادسة والثلاثون ,على الوزير أن يحدد بقرار منه المهن والأعمال التي يحظر على غير السعودي الاشتغال بها.,المادة السادسة والثلاثون ,على الوزير أن يحدد بقرار منه المهن والأعمال التي يحظر على غير السعودي الاشتغال بها.,0.9333333333333333,0.9333333333333333,1.0,16,15,,,,,
السابعة والثلاثون,ما هي الشروط الشكلية الواجب توفرها في عقد عمل غير السعودي؟,يجب أن يكون مكتوباً ومحدد المدة.,السابعة والثلاثون,المادة السابعة والثلاثون ,"- صدر المرسوم الملكي رقم (م/44) وتاريخ 1446/2/8هـ، وذلك بالموافقة على تعديلات بعض مواد نظام العمل (ويعمل بها من تاريخ 1446/8/20هـ) وعدلت هذه المادة لتكون بالنص الآتي ""يجب أن يكون عقد عمل غير السعودي مكتوباً ومحدد المدة. وإذا خلا العقد من بيان مدته تعد مدته (سنة) من تاريخ مباشرة العامل الفعلية، وإذا استمر العمل بعد انتهاء هذه المدة، عُدَّ متجدداً لمدة مماثلة"".",المادة السابعة والثلاثون ,"- صدر المرسوم الملكي رقم (م/44) وتاريخ 1446/2/8هـ، وذلك بالموافقة على تعديلات بعض مواد نظام العمل (ويعمل بها من تاريخ 1446/8/20هـ) وعدلت هذه المادة لتكون بالنص الآتي ""يجب أن يكون عقد عمل غير السعودي مكتوباً ومحدد المدة. وإذا خلا العقد من بيان مدته تعد مدته (سنة) من تاريخ مباشرة العامل الفعلية، وإذا استمر العمل بعد انتهاء هذه المدة، عُدَّ متجدداً لمدة مماثلة"".",0.10526315789473684,1.0,0.10526315789473684,6,66,,,,,
