المادة القانونية (م),السؤال,الإجابة,Gold_Article,Gold_Text,Overlap_Jaccard,Coverage_Answer_in_Article,Coverage_Article_in_Answer,Answer_Length_Tokens,Article_Length_Tokens
مائة وخمس عشرة,متى يستحق العامل إجازة بأجر كامل لتأدية الامتحان؟ ومتى تكون الإجازة دون أجر؟,يستحق إجازة بأجر كامل عن سنة غير معادة إذا وافق صاحب العمل على انتسابه. وتكون الإجازة دون أجر إذا كان الامتحان عن سنة معادة. (المادة مائة وخمس عشرة),,,0.0,0.0,0.0,28,0
مائة وخمس عشرة,ماذا يترتب على العامل إذا ثبت أنه لم يؤدِّ الامتحان رغم حصوله على الإجازة؟,يُحرم العامل من أجر الإجازة، مع عدم الإخلال بحق صاحب العمل في مساءلته تأديبيًّا. (المادة مائة وخمس عشرة),,,0.0,0.0,0.0,18,0
مائة وخمس عشرة,إذا لم يحصل العامل على موافقة صاحب العمل على انتسابه إلى مؤسسة تعليمية، كيف يمكنه الحصول على إجازة لتأدية الامتحان؟,له أن يحصل على إجازة تحتسب من إجازته السنوية في حال توافرها، وعند تعذر ذلك فله أن يحصل على إجازة دون أجر بعدد أيام الامتحان الفعلية. (المادة مائة وخمس عشرة),,,0.0,0.0,0.0,30,0
مائة وست عشرة,ما هو الشرط النظامي لحصول العامل على إجازة دون أجر؟,يجب أن تكون بموافقة صاحب العمل، ويتفق الطرفان على تحديد مدتها. (المادة مائة وست عشرة),,,0.0,0.0,0.0,15,0
مائة وست عشرة,متى يُعد عقد العمل موقوفاً خلال مدة الإجازة دون أجر؟,يُعد عقد العمل موقوفًا خلال مدة الإجازة فيما زاد على عشرين يومًا، ما لم يتفق الطرفان على خلاف ذلك. (المادة مائة وست عشرة),,,0.0,0.0,0.0,23,0
مائة وست عشرة,ما هو المبدأ الذي يحكم تحديد مدة الإجازة دون أجر؟,يتم تحديد مدتها بـاتفاق الطرفين (العامل وصاحب العمل). (المادة مائة وست عشرة),,,0.0,0.0,0.0,13,0
مائة وسبع عشرة,ما هو نظام استحقاق الأجر للعامل الذي يثبت مرضه خلال أول 90 يومًا من الإجازة المرضية؟,يستحق العامل إجازة مرضية بأجر كامل عن الثلاثين يومًا الأولى، وبثلاثة أرباع الأجر عن الستين يومًا التالية. (المادة مائة وسبع عشرة),,,0.0,0.0,0.0,21,0
مائة وسبع عشرة,ما هو وضع أجر العامل في الإجازة المرضية التي تلي أول 90 يومًا؟ وكم هي المدة القصوى للإجازة المرضية في السنة الواحدة؟,الإجازة المرضية التي تلي ذلك تكون دون أجر للثلاثين يومًا التي تلي ذلك، وتكون المدة القصوى للإجازة المرضية في السنة الواحدة هي مائة وعشرون يومًا (30 بأجر كامل + 60 بثلاثة أرباع الأجر + 30 دون أجر). (المادة مائة وسبع عشرة),,,0.0,0.0,0.0,39,0
مائة وسبع عشرة,"كيف يتم حساب ""السنة الواحدة"" فيما يخص الإجازات المرضية؟",يقصد بالسنة الواحدة السنة التي تبدأ من تاريخ أول إجازة مرضية، سواء أكانت هذه الإجازات متصلة أم متقطعة. (المادة مائة وسبع عشرة),,,0.0,0.0,0.0,22,0
مائة وثماني عشرة,ما هو الإجراء المحظور على العامل أثناء تمتعه بأي من الإجازات المنصوص عليها في هذا الفصل؟,لا يجوز للعامل أثناء تمتعه بأي من إجازاته أن يعمل لدى صاحب عمل آخر. (المادة مائة وثماني عشرة),,,0.0,0.0,0.0,18,0
مائة وثماني عشرة,ما هو الحق الذي يملكه صاحب العمل إذا أثبت أن العامل قد خالف هذا الحظر؟,له أن يحرمه من أجره عن مدة الإجازة أو يسترد ما سبق أن أداه إليه من ذلك الأجر. (المادة مائة وثماني عشرة),,,0.0,0.0,0.0,22,0
مائة وثماني عشرة,ما هو الإثبات المطلوب من صاحب العمل لكي يحرم العامل من أجر إجازته أو يسترد ما دفعه؟,أن يُثبت صاحب العمل أن العامل قد خالف ذلك وعمل لدى صاحب عمل آخر أثناء تمتعه بإجازته. (المادة مائة وثماني عشرة),,,0.0,0.0,0.0,21,0
مائة وتسع عشرة,هل يُعد العاملون طوال الوقت الذين تم تخفيض ساعات عملهم مؤقتاً لأسباب اقتصادية أو هيكلية عاملين لبعض الوقت؟,لا يُعد العاملون طوال الوقت الذين يتأثرون بتخفيض جماعي ومؤقت لساعات عملهم العادية لأسباب اقتصادية أو تقنية أو هيكلية عاملين لبعض الوقت. (المادة مائة وتسع عشرة),,,0.0,0.0,0.0,26,0
مائة وعشرون,من هي الجهة التي تصدر القواعد والضوابط اللازمة لتنظيم العمل لبعض الوقت؟,يصدر الوزير القواعد والضوابط اللازمة لتنظيم العمل لبعض الوقت. (المادة مائة وعشرون),,,0.0,0.0,0.0,12,0
مائة وعشرون,ما هي أحكام نظام العمل التي تستثنى من قرار الوزير بضوابط العمل لبعض الوقت؟,تستثنى الحماية الممنوحة للعاملين طوال الوقت المماثلين، من حيث السلامة والصحة المهنية وإصابات العمل. (المادة مائة وعشرون),,,0.0,0.0,0.0,17,0
مائة وثلاثة وعشرون,ما هي ثلاثة من الالتزامات الأساسية على صاحب العمل لحفظ المنشأة؟,1. حفظ المنشأة في حالة صحية ونظيفة. 2. إنارتها. 3. تأمين المياه الصالحة للشرب والاغتسال. (المادة مائة وثلاثة وعشرون),,,0.0,0.0,0.0,19,0
مائة وأربعة وعشرون,هل يجوز لصاحب العمل تحميل العمال أو الاقتطاع من أجورهم مقابل توفير الحماية والسلامة المهنية؟,لا يجوز لصاحب العمل أن يحمّل العمال أو يقتطع من أجورهم أي مبلغ لقاء توفير هذه الحماية. (المادة مائة وأربعة وعشرون),,,0.0,0.0,0.0,21,0
مائة وأربعة وعشرون,ما هي الالتزامات المفروضة على صاحب العمل بخصوص إعلان التعليمات الخاصة بسلامة العمل والعمال؟,عليه أن يعلن في مكان ظاهر في المنشأة التعليمات الخاصة بالسلامة، وذلك باللغة العربية وبأي لغة أخرى يفهمها العمال عند الاقتضاء. (المادة مائة وأربعة وعشرون),,,0.0,0.0,0.0,25,0
مائة وخمسة وعشرون,ما هو الواجب على صاحب العمل تجاه العامل قبل مزاولة العمل بخصوص المخاطر؟,على صاحب العمل إحاطة العامل قبل مزاولة العمل بمخاطر مهنته، وإلزامه باستعمال وسائل الوقاية المقررة لها. (المادة مائة وخمسة وعشرون),,,0.0,0.0,0.0,20,0
مائة وخمسة وعشرون,ما هي مسؤولية صاحب العمل بخصوص أدوات الوقاية الشخصية للعمال؟,عليه أن يوفر أدوات الوقاية الشخصية المناسبة للعمال، وتدريبهم على استخدامها. (المادة مائة وخمسة وعشرون),,,0.0,0.0,0.0,15,0
مائة وثلاثة وعشرون,ما هي الجهة التي تضع القواعد والإجراءات المتعلقة بالسلامة والصحة المهنية ومستوياتها؟,تحدد هذه القواعد والإجراءات ومستوياتها وفقًا لما يحدده الوزير بقرار منه. (المادة مائة وثلاثة وعشرون),,,0.0,0.0,0.0,15,0
مائة وستة وعشرون,ما هو الواجب على العامل بخصوص الوسائل الوقائية المخصصة له؟,عليه أن يستعمل الوسائل الوقائية المخصصة لكل عملية، وأن يحافظ عليها. (المادة مائة وستة وعشرون),,,0.0,0.0,0.0,15,0
مائة وستة وعشرون,ما هي التعليمات التي يجب على العامل تنفيذها؟,أن ينفذ التعليمات الموضوعة للمحافظة على صحته ووقايته من الإصابات والأمراض. (المادة مائة وستة وعشرون),,,0.0,0.0,0.0,15,0
مائة وستة وعشرون,ما هو الفعل الذي يجب على العامل الامتناع عن ارتكابه بخصوص وسائل الحماية في مقر العمل؟,أن يمتنع عن ارتكاب أي فعل أو تقصير يتسبب عنه عدم تنفيذ التعليمات، أو إساءة استعمال الوسائل المعدة لحماية مقر العمل وصحة العمال المشتغلين معه وسلامتهم أو تعطيلها. (المادة مائة وستة وعشرون),,,0.0,0.0,0.0,32,0
مائة وسبعة وعشرون,ما هي الإجراءات الاحتياطية التي يجب على صاحب العمل اتخاذها للوقاية من الحريق؟ اذكر اثنين.,1. أن يتخذ الاحتياطات اللازمة للوقاية من الحريق. 2. تهيئة الوسائل الفنية لمكافحته، بما في ذلك تأمين منافذ للنجاة. (المادة مائة وسبعة وعشرون),,,0.0,0.0,0.0,23,0
مائة وسبعة وعشرون,ما هو الواجب على صاحب العمل بخصوص منافذ النجاة في أماكن العمل؟,تأمين منافذ للنجاة، وجعلها صالحة للاستعمال في أي وقت. (المادة مائة وسبعة وعشرون),,,0.0,0.0,0.0,13,0
مائة وسبعة وعشرون,ما هو الإجراء الواجب على صاحب العمل اتخاذه بخصوص تعليمات منع الحريق؟,أن يعلق في مكان ظاهر من أماكن العمل تعليمات مفصلة بشأن وسائل منع الحريق. (المادة مائة وسبعة وعشرون),,,0.0,0.0,0.0,18,0
مائة وثمانية وعشرون,متى يُعد صاحب العمل مسؤولاً عن الحوادث والطوارئ التي تصيب أشخاصاً آخرين غير عماله؟,إذا كانت بسبب إهمال اتخاذ الاحتياطات الفنية التي يتطلبها نوع عمله، وكانوا قد دخلوا أماكن العمل بحكم الوظيفة أو بموافقته. (المادة مائة وثمانية وعشرون),,,0.0,0.0,0.0,24,0
مائة وثمانية وعشرون,ما هو الالتزام المترتب على صاحب العمل تجاه الغير المصاب في مكان العمل بسبب إهماله؟,عليه أن يعوضهم عما يصيبهم من عطل وضرر حسب الأنظمة العامة. (المادة مائة وثمانية وعشرون),,,0.0,0.0,0.0,15,0
مائة وثمانية وعشرون,من هم الأشخاص الآخرون غير العمال الذين يشملهم نطاق مسؤولية صاحب العمل عن الطوارئ والحوادث في أماكن العمل؟,هم الأشخاص الذين يدخلون أماكن العمل بحكم الوظيفة، أو بموافقة صاحب العمل أو وكلائه. (المادة مائة وثمانية وعشرون),,,0.0,0.0,0.0,18,0
مائة وثلاثون,ما هي العبارة التي تُطلق على المنشأة التي تنتج أو تجهز أو تستخدم مادة خطرة بكميات تتجاوز المعايير المسموح بها؟,"عبارة ""المنشأة ذات المخاطر الكبرى"". (المادة مائة وثلاثون)",,,0.0,0.0,0.0,8,0
مائة وثلاثون,"ما هو تعريف ""الحادث الكبير"" في سياق المنشآت ذات المخاطر الكبرى؟",هو أي حادث فجائي مثل التسرب الكبير، أو الحريق، أو الانفجار في مجرى نشاط داخل منشأة ذات مخاطر كبرى، ويؤدي إلى خطر أكبر على العمال أو الجمهور أو البيئة عاجلاً أو آجلاً. (المادة مائة وثلاثون),,,0.0,0.0,0.0,35,0
مائة وواحد وثلاثين,ما هو الالتزام على أصحاب العمل بخصوص تصنيف منشآتهم، ومن هي الجهة التي يتم التنسيق معها؟,على أصحاب العمل تحديد وضع منشآتهم على أساس الضوابط التي تضعها الوزارة، وذلك بالتنسيق مع الوزارة. (المادة مائة وواحد وثلاثين),,,0.0,0.0,0.0,20,0
مائة واثنان وثلاثون,هل تسري أحكام الفصل الخاص بإصابات العمل على المنشآت التي تخضع لفرع الأخطار المهنية من نظام التأمينات الاجتماعية؟,لا تسري أحكام هذا الفصل على المنشآت التي تخضع لفرع الأخطار المهنية من نظام التأمينات الاجتماعية. (المادة مائة واثنان وثلاثون),,,0.0,0.0,0.0,20,0
مائة وثلاثة وثلاثون,في حال إصابة العامل بإصابة عمل أو مرض مهني، ما هو التزام صاحب العمل تجاه علاجه؟,يلتزم بعلاجه، ويتحمل جميع النفقات اللازمة لذلك، بطريقة مباشرة أو غير مباشرة. (المادة مائة وثلاثة وثلاثون),,,0.0,0.0,0.0,16,0
مائة وثلاثة وثلاثون,اذكر ثلاث من النفقات التي يتحملها صاحب العمل لعلاج إصابة العمل أو المرض المهني.,الإقامة في المستشفى، والفحوص والتحاليل الطبية، والأشعة، والأجهزة التعويضية، ونفقات الانتقال إلى أماكن العلاج. (المادة مائة وثلاثة وثلاثون),,,0.0,0.0,0.0,18,0
مائة وأربعة وثلاثون,متى يُعد المرض المهني في حكم إصابة العمل؟ وما هو التاريخ الذي يُعد في حكم تاريخ الإصابة؟,تعد الأمراض المهنية في حكم إصابات العمل، ويُعد تاريخ أول مشاهدة طبية للمرض في حكم تاريخ الإصابة. (المادة مائة وأربعة وثلاثون),,,0.0,0.0,0.0,21,0
مائة وخمسة وثلاثون,ما هي الحالة التي تُعد في حكم الإصابة الأصلية من حيث المعونة والعلاج؟,تُعد في حكم الإصابة حالة الانتكاس أو أي مضاعفة تنشأ عنها، ويسري عليها بالنسبة للمعونة والعلاج ما يسري على الإصابة الأصلية. (المادة مائة وخمسة وثلاثون),,,0.0,0.0,0.0,25,0
مائة وستة وثلاثون,ما هو الأساس النظامي الذي تُحدد وفقه الأمراض المهنية ودرجات العجز الدائم الكلي أو الجزئي؟,تُحدد الأمراض المهنية وفق جدول الأمراض المهنية المنصوص عليه في نظام التأمينات الاجتماعية، وتُحدد درجات العجز الدائم وفق جدول دليل نسب العجز المنصوص عليه في النظام المذكور. (المادة مائة وستة وثلاثون),,,0.0,0.0,0.0,31,0
مائة وسبعة وثلاثون,كم هي المعونة المالية التي يستحقها العامل المصاب بعجز مؤقت عن العمل خلال أول 60 يومًا؟ وكم هي النسبة بعدها؟,يستحق معونة مالية تعادل أجره كاملاً لمدة ستين يوماً، ثم يستحق مقابلاً ماليًّا يعادل (75%) من أجره طوال المدة التي يستغرقها علاجه. (المادة مائة وسبعة وثلاثون),,,0.0,0.0,0.0,26,0
مائة وسبعة وثلاثون,متى تُعد الإصابة عجزاً كليًّا في حال استمرار مدة العلاج؟ وماذا يترتب على ذلك؟,إذا بلغت مدة العلاج سنة أو تقرر طبيًّا عدم احتمال شفائه وحالته الصحية لا تمكنه من العمل، عُدت الإصابة عجزاً كليًّا، ويُنهي العقد ويُعوض عن الإصابة. (المادة مائة وسبعة وثلاثون),,,0.0,0.0,0.0,30,0
مائة وسبعة وثلاثون,هل يحق لصاحب العمل استرداد ما دفعه للمصاب من معونة مالية خلال فترة العلاج التي تصل إلى سنة؟,لا يكون لصاحب العمل حق في استرداد ما دفعه إلى المصاب خلال تلك السنة. (المادة مائة وسبعة وثلاثون),,,0.0,0.0,0.0,18,0
مائة وثمانية وثلاثون,كم يُقدر التعويض المستحق للعامل في حال نتج عن الإصابة عجز دائم كلي أو أدت الإصابة إلى الوفاة؟ وما هو الحد الأدنى لهذا التعويض؟,يُقدر بما يعادل أجره عن مدة ثلاث سنوات، بحد أدنى قدره أربعة وخمسون ألف ريال. (المادة مائة وثمانية وثلاثون),,,0.0,0.0,0.0,19,0
مائة وثمانية وثلاثون,كيف يتم احتساب التعويض للمصاب إذا نتج عن الإصابة عجز دائم جزئي؟,يستحق تعويضًا معادلًا لنسبة ذلك العجز المقدر، مضروبة في قيمة تعويض العجز الدائم الكلي. (المادة مائة وثمانية وثلاثون),,,0.0,0.0,0.0,18,0
مائة وثمانية وثلاثون,من هم المستحقون للتعويض في حال أدت الإصابة إلى وفاة المصاب؟,المستحقون عن المصاب لهم الحق في التعويض. (المادة مائة وثمانية وثلاثون),,,0.0,0.0,0.0,11,0
مائة وتسعة وثلاثون,اذكر حالتين يعفى فيهما صاحب العمل من الالتزام بتحمل نفقات العلاج أو دفع المعونة أو التعويض عن الإصابة.,1. أن العامل تعمد إصابة نفسه. 2. أن الإصابة حدثت بسبب سوء سلوك مقصود من جانب العامل. 3. أن العامل امتنع عن عرض نفسه على طبيب، أو امتنع عن قبول معالجة الطبيب المكلف بعلاجه دون سبب مشروع. (المادة مائة وتسعة وثلاثون),,,0.0,0.0,0.0,41,0
مائة وتسعة وثلاثون,ما هو الإجراء الذي يجب على العامل القيام به لتجنب إعفاء صاحب العمل من الالتزام تجاه الإصابة؟,أن لا يتعمد إصابة نفسه، وأن يتجنب سوء السلوك المقصود، وأن يوافق على عرض نفسه على الطبيب المكلف بالعلاج. (المادة مائة وتسعة وثلاثون),,,0.0,0.0,0.0,23,0
مائة وتسعة وثلاثون,ما هي المواد التي لا يلزم صاحب العمل بما ورد فيها إذا ثبتت إحدى الحالات المذكورة في المادة 139؟,المواد 133 و137 و138 من هذا النظام. (المادة مائة وتسعة وثلاثون),,,0.0,0.0,0.0,11,0
مائة وأربعون,ما هي القاعدة المتبعة في تحديد مسؤولية أصحاب العمل السابقين الذين اشتغل لديهم العامل المصاب بالمرض المهني؟,تُحدد مسؤوليتهم على ضوء التقرير الطبي للطبيب المعالج. (المادة مائة وأربعون),,,0.0,0.0,0.0,11,0
مائة وأربعون,بموجب أي مادة يُلزم أصحاب العمل السابقون بالتعويض؟ وكيف يتم تقسيم مبلغ التعويض بينهم؟,يُلزمون بالتعويض المنصوص عليه في المادة 138 من هذا النظام، ويُلزم كل منهم بنسبة المدة التي قضاها المصاب في خدمته. (المادة مائة وأربعون),,,0.0,0.0,0.0,23,0
مائة وأربعون,ما هو الشرط الواجب توافره لإلزام أصحاب العمل السابقين بالتعويض عن المرض المهني؟,أن تكون الصناعات أو المهن التي يمارسونها مما ينشأ عنها المرض الذي أصيب به العامل. (المادة مائة وأربعون),,,0.0,0.0,0.0,18,0
مائة وواحد وأربعون,من هي الجهة التي تحدد إجراءات الإبلاغ عن إصابات العمل؟,الوزير يحدد بقرار منه إجراءات الإبلاغ عن إصابات العمل. (المادة مائة وواحد وأربعون),,,0.0,0.0,0.0,13,0
مائة واثنان وأربعون,ما هو الالتزام المفروض على صاحب العمل بخصوص الإسعافات الطبية؟,أن يُعد خزانة أو أكثر للإسعافات الطبية، مزودة بالأدوية وغيرها، مما يلزم للإسعافات الطبية الأولية. (المادة مائة واثنان وأربعون),,,0.0,0.0,0.0,19,0
مائة واثنان وأربعون,من هي الجهة التي تحدد محتويات خزانة الإسعافات الطبية وشروط من يقوم بمهمة الإسعافات؟,اللائحة تحدد ما يجب أن تحتويه هذه الخزانة من وسائل الإسعافات الأولية وعددها، وكميات الأدوية، وكذلك شروط من يقوم بمهمة الإسعافات ومستواه. (المادة مائة واثنان وأربعون),,,0.0,0.0,0.0,26,0
مائة وثلاثة وأربعون,ما هو الالتزام على صاحب العمل بخصوص العمال المعرضين لاحتمال الإصابة بأحد الأمراض المهنية؟,أن يعهد إلى طبيب أو أكثر بفحصهم فحصًا شاملاً مرة كل سنة على الأقل. (المادة مائة وثلاثة وأربعون),,,0.0,0.0,0.0,18,0
مائة وثلاثة وأربعون,ما هي الفترة الزمنية الدنيا لعملية الفحص الشامل للعمال المعرضين للأمراض المهنية؟,مرة كل سنة على الأقل. (المادة مائة وثلاثة وأربعون),,,0.0,0.0,0.0,9,0
مائة وثلاثة وأربعون,أين يجب على صاحب العمل أن يثبت نتيجة الفحص الطبي الشامل للعمال؟,في سجلاته، وكذلك في ملفات أولئك العمال. (المادة مائة وثلاثة وأربعون),,,0.0,0.0,0.0,11,0
مائة وأربعة وأربعون,ما هو الالتزام العام على صاحب العمل بخصوص العناية الصحية الوقائية والعلاجية لعماله؟,أن يوفر لعماله العناية الصحية الوقائية والعلاجية طبقاً للمستويات التي يقررها الوزير. (المادة مائة وأربعة وأربعون),,,0.0,0.0,0.0,16,0
مائة وأربعة وأربعون,ما هو النظام الذي يجب على صاحب العمل مراعاته عند توفير العناية الصحية لعماله؟,عليه مراعاة ما يوفره نظام الضمان الصحي التعاوني. (المادة مائة وأربعة وأربعون),,,0.0,0.0,0.0,12,0
مائة وخمسة وأربعون,ما هو الشرط لجواز إنشاء صندوق للتوفير والادخار في المنشأة؟ وهل تكون مساهمة العمال فيه إجبارية؟,الشرط هو موافقة الوزير، على أن تكون مساهمة العمال فيه اختيارية. (المادة مائة وخمسة وأربعون),,,0.0,0.0,0.0,15,0
مائة وستة وأربعون,اذكر ثلاث من الخدمات التي يلزم بها صاحب العمل وعلى نفقته للعاملين في الأماكن البعيدة عن العمران.,1. توفير حوانيت لبيع الطعام والملابس بأسعار معتدلة. 2. توفير وسائل ترفيه وتثقيف مناسبة وملاعب رياضية. 3. إجراء ما يلزم من الترتيبات الطبية المناسبة للمحافظة على صحة العمال وعلاج أسرهم. 4. توفير مدارس لتعليم أولاد العمال. 5. إعداد مساجد أو مصليات. 6. إعداد برامج لمحو الأمية. (المادة مائة وستة وأربعون),,,0.0,0.0,0.0,50,0
مائة وستة وأربعون,من هم أفراد أسرة العامل الذين يشملهم العلاج الشامل الذي يلتزم به صاحب العمل في الأماكن البعيدة عن العمران؟,الزوج والأولاد والأم والأب المقيمون معه. (المادة مائة وستة وأربعون),,,0.0,0.0,0.0,10,0
مائة وسبعة وأربعون,ما هي الأماكن التي يلزم فيها صاحب العمل بتوفير المساكن والمخيمات والوجبات الغذائية للعمال؟ اذكر اثنين.,الأماكن البعيدة عن العمران، والمناجم والمحاجر ومراكز التنقيب عن النفط. (المادة مائة وسبعة وأربعون),,,0.0,0.0,0.0,14,0
مائة وثمانية وأربعون,متى يلزم صاحب العمل بتوفير وسائل الانتقال لعماله؟,إذا كانت أماكن العمل لا تصل إليها وسائل المواصلات المنتظمة في مواعيد تتفق مع مواعيد العمل. (المادة مائة وثمانية وأربعون),,,0.0,0.0,0.0,20,0
مائة وتسعة وأربعون,ما هو الإجراء المحظور على صاحب العمل فيما يخص تشغيل المرأة؟,يُحظر تشغيل المرأة في المهن والأعمال الخطرة أو الضارة. (المادة مائة وتسعة وأربعون),,,0.0,0.0,0.0,13,0
مائة وتسعة وأربعون,من هي الجهة التي تحدد المهن والأعمال الخطرة أو الضارة التي يحظر عمل المرأة فيها أو يُقيّد بشروط؟,يحدد الوزير – بقرار منه – المهن والأعمال التي تعد خطرة أو ضارة من شأنها أن تعرض النساء لأخطار أو أضرار محددة. (المادة مائة وتسعة وأربعون),,,0.0,0.0,0.0,24,0
مائة وخمسون,هل المادة رقم 150 من نظام العمل لا تزال سارية المفعول؟,لا، حُذفت هذه المادة وذلك بموجب المرسوم الملكي رقم (م / 5) وتاريخ 7 / 1 / 1442هـ. (المادة مائة وخمسون),,,0.0,0.0,0.0,18,0
مائة وخمسون,ما هو التاريخ الذي تم فيه حذف المادة 150؟,تم حذفها بتاريخ 7 / 1 / 1442هـ بموجب المرسوم الملكي رقم (م / 5). (المادة مائة وخمسون),,,0.0,0.0,0.0,15,0
مائة وخمسون,ما هو الحكم النظامي الذي يطبق على المادة 150 حاليًا؟,أنها مادة محذوفة. (المادة مائة وخمسون),,,0.0,0.0,0.0,6,0
